channel_id,channel_name,login_addr,channel_status,version_notice,cdn_addr,comp_ver_low,comp_ver_high
97,ios_test_round_2,115.29.247.37:8390,0,0,xxx.ssf4g.com/aos,1.3.2,1.3.4
